game,arm,rewardArm,expiryArm,turn,level,lives,gold,score,tier,adId,message,reward,expiresIn,success
7,NONE,NA,NA,44,0,2,453,1003,"Sure thing","nErYhISa","Help defending pasture in Razortown from the intruders",104,2,true
7,NONE,NA,EXPIRING,45,0,2,557,1107,"Rather detrimental","wPRSePmf","Help defending plains in Bleakloft from the intruders",87,1,false
7,NONE,NA,NA,47,0,2,507,1107,"Piece of cake","EfrsH5XJ","Steal super awesome diamond cat from Kendrick Jackson",167,6,false
7,NONE,NA,FRESH,49,0,2,457,1107,"Piece of cake","FMzvFiNf","Steal super awesome diamond clothes from Nerses Ecclestone",162,4,false
8,NONE,NA,NA,0,0,3,0,0,"Piece of cake","CCAXjX84","Escort Carme Wootton to thrift shoppe in Whitefire where they can meet with their long lost dog",68,7,true
8,NONE,NA,NA,1,0,3,68,68,"Piece of cake","LUPdOdTu","Help Nero Wakefield to transport a magic weed to grassland in Bleakfirth",21,6,true
8,NONE,NA,NA,2,0,3,89,89,"Piece of cake","gUlgTq6f","Help Enéas Warwick to reach an agreement with Edvard Peterson on the matters of disputed pot",13,5,true
8,NONE,NA,NA,3,0,3,102,102,"Piece of cake","OeiCxAlU","Create an advertisement campaign for Ora Kimberley to promote their turnips based business",16,7,true
8,NONE,NA,NA,4,0,3,118,118,"Piece of cake","aEP5Zzll","Create an advertisement campaign for Horea Fairclough to promote their cat based business",28,7,true
8,NONE,NA,NA,5,0,3,146,146,"Piece of cake","iLjnswRq","Help Agrippa Mitchell to reach an agreement with Spartacus Thatcher on the matters of disputed pot",12,2,true
8,NONE,NA,EXPIRING,6,0,3,158,158,"Piece of cake","lPTbjbzM","Help Olimpia Humphrey to transport a magic bucket to village in Olddrone",14,1,true
8,NONE,NA,FRESH,7,0,3,172,172,"Walk in the park","IFhlAGoK","Escort Fiona Stafford to peninsula in Razorpeak where they can meet with their long lost clothes",54,7,true
8,NONE,NA,NA,8,0,3,226,226,"Sure thing","D98Yi3cK","Help Catriona Evanson to sell an unordinary squirrel on the local market",26,6,true
8,NONE,NA,NA,9,0,3,252,252,"Piece of cake","7FpiRKVr","Create an advertisement campaign for Phanuhel Wilkinson to promote their turnips based business",33,5,true
8,NONE,NA,NA,10,0,3,285,285,"Piece of cake","KaDDNYjr","Escort Aune Spencer to field in Masonspring where they can meet with their long lost beer mug",75,4,true
8,NONE,NA,FRESH,11,0,3,360,360,"Piece of cake","WkzGEhJU","Help Zübeyde Varnham to reach an agreement with Donald Bamborough on the matters of disputed dog",10,4,true
8,NONE,NA,EXPIRING,12,0,3,370,370,"Walk in the park","BGNhU2FB","Escort Zaal Brandon to field in Ravenpeak where they can meet with their long lost bucket",79,1,true
8,NONE,NA,FRESH,13,0,3,449,449,"Walk in the park","I2M13ghm","Escort Keziah Stainthorpe to village in Bloodseed where they can meet with their long lost dog",70,6,true
8,NONE,NA,FRESH,14,0,3,519,519,"Walk in the park","Sb7fdES5","Create an advertisement campaign for Finn Mallory to promote their pan based business",27,7,true
8,NONE,NA,FRESH,15,0,3,546,546,"Walk in the park","7I8tbiCJ","Help Liisi Carlyle to write their biographical novel about their difficulties with a deranged cat",33,7,false
8,NONE,NA,FRESH,16,0,2,546,546,"Gamble","RilP7Mwm","Create an advertisement campaign for Paxton Ruggles to promote their bucket based business",36,4,false
8,NONE,NA,EXPIRING,18,0,2,496,546,"Suicide mission","vZvYe4iD","Investigate Asmaa Skinner and find out their relation to the magic bucket.",151,1,false
8,NONE,NA,EXPIRING,20,0,2,446,546,"Quite likely","tYhTdNdx","Infiltrate The Skeleton Company and recover their secrets.",118,1,false
8,NONE,NA,FRESH,22,0,2,396,546,"Piece of cake","v4xqWSdP","Help defending village in Bloodpeak from the intruders",130,6,true
8,NONE,NA,FRESH,23,0,2,526,676,"Hmmm....","vjkT5WhZ","Escort Demostrate Brynjólfsdóttir to meadow in Redscale where they can meet with their long lost sheep",60,6,true
8,NONE,NA,NA,24,0,2,586,736,"Sure thing","eMj3IJST","Help defending village in Greymere from the intruders",105,6,true
8,NONE,NA,FRESH,25,0,2,691,841,"Risky","nvaOZr1C","Investigate Shaye Tennyson and find out their relation to the magic clothes.",134,3,true
8,NONE,NA,NA,26,0,2,825,975,"Sure thing","mSkziPrm","Escort Kronos Ellisson to grassland in Orrinwater where they can meet with their long lost water",57,3,true
8,NONE,NA,FRESH,27,0,2,882,1032,"Walk in the park","jZMI7z6F","Help defending pasture in Snowpool from the intruders",109,6,true
8,NONE,NA,EXPIRING,28,0,2,991,1141,"Impossible","SaepBynS","Kill Nurullah Suggitt with chariot and make Antonie Bircann from fort in Newcrest to take the blame",125,1,false
8,NONE,NA,EXPIRING,30,0,2,941,1141,"Piece of cake","PWAp6JWX","Help defending meadow in Greymire from the intruders",137,1,true
8,NONE,NA,NA,31,0,2,1078,1278,"Sure thing","IbbEBUBO","Help defending field in Eastgarden from the intruders",89,7,true
8,NONE,NA,EXPIRING,32,0,2,1167,1367,"Piece of cake","NiXDKuZC","Help defending field in Scalecaster from the intruders",99,1,true
8,NONE,NA,NA,33,0,2,1266,1466,"Piece of cake","YcFbV45P","Help defending savannah in Fallwell from the intruders",108,2,true
8,NONE,NA,NA,34,0,2,1374,1574,"Piece of cake","yLN5UHmq","Help defending plains in Voidtown from the intruders",72,7,true
8,NONE,NA,NA,35,0,2,1446,1646,"Walk in the park","8EXWaaQY","Help defending steppe in Eastchester from the intruders",88,3,false
8,NONE,NA,NA,37,0,2,1396,1646,"Piece of cake","Fu0C5ke9","Help defending pasture in Highport from the intruders",99,6,true
8,NONE,NA,NA,38,0,2,1495,1745,"Walk in the park","THghoKYc","Help defending field in Snowbury from the intruders",96,6,true
8,NONE,NA,NA,39,0,2,1591,1841,"Walk in the park","ZQPt5839","Help defending grassland in Millerford from the intruders",85,5,true
8,NONE,NA,NA,40,0,2,1676,1926,"Walk in the park","l9WnGPrF","Help defending savannah in Orrindrone from the intruders",79,6,true
8,NONE,NA,FRESH,41,0,2,1755,2005,"Gamble","khRiTEJH","Help defending savannah in Redseed from the intruders",92,7,true
8,NONE,NA,EXPIRING,42,0,2,1847,2097,"Walk in the park","mhfSWMDF","Help defending meadow in Pencaster from the intruders",91,1,true
8,NONE,NA,NA,43,0,2,1938,2188,"Piece of cake","WAC1Htn8","Help defending peninsula in Masonwater from the intruders",81,6,true
8,NONE,NA,EXPIRING,44,0,2,2019,2269,"Risky","nCCJZBCJ","Help defending steppe in Dornwhyte from the intruders",80,1,true
8,NONE,NA,NA,45,0,2,2099,2349,"Piece of cake","eHbZUNjm","Help defending thrift shoppe in Northfire from the intruders",73,4,true
8,NONE,NA,EXPIRING,46,0,2,2172,2422,"Suicide mission","mypwcUZK","Help defending pasture in Burnsdrone from the intruders",86,1,false
8,NONE,NA,FRESH,48,0,2,2122,2422,"Hmmm....","w2b1AEEY","Help defending hill in Oldwater from the intruders",62,6,true
8,NONE,NA,NA,49,0,2,2184,2484,"Quite likely","ASfQjVGp","Help defending hill in Dornmountain from the intruders",83,2,true
9,NONE,NA,NA,0,0,3,0,0,"Sure thing","BEunhR3G","Help Rhonwen Sharman to fix their house",4,7,true
9,NONE,NA,NA,1,0,3,4,4,"Sure thing","CvOgqRPP","Help Chike Hallgrímsson to fix their potatoes",9,6,true
9,NONE,NA,NA,2,0,3,13,13,"Sure thing","yIad6wFo","Help Stephanos Winthrop to clean their clothes",4,5,true
9,NONE,NA,NA,3,0,3,17,17,"Piece of cake","2FWEY9LD","Help Foster Gorbold to clean their potatoes",6,4,true
9,NONE,NA,NA,4,0,3,23,23,"Piece of cake","4mdiptlT","Help Doreen Warwick to fix their dog",8,3,true
9,NONE,NA,NA,5,0,3,31,31,"Piece of cake","LhXAT3tU","Steal beer mug delivery to Eladio Ericson and share some of the profits with the people.",42,3,true
9,NONE,NA,EXPIRING,6,0,3,73,73,"Piece of cake","mjSXxuQZ","Help Natalya Danielson to write their biographical novel about their difficulties with a deranged weed",25,1,true
9,NONE,NA,NA,7,0,3,98,98,"Piece of cake","3B2HrhGD","Help Hotaru Hermanson to sell an unordinary sheep on the local market",21,6,true
9,NONE,NA,EXPIRING,8,0,3,119,119,"Piece of cake","y0i5hVRU","Help Manasseh Kitchen to reach an agreement with Artyom Nathans on the matters of disputed house",7,1,true
9,NONE,NA,FRESH,9,0,3,126,126,"Quite likely","m2vlIPO2","Create an advertisement campaign for Quincy Lauderman to promote their wagon based business",27,5,true
9,NONE,NA,NA,10,0,3,153,153,"Sure thing","OJzR4kz1","Help Kristoffer Kingsley to transport a magic dog to grassland in Masonford",26,6,true
9,NONE,NA,NA,11,0,3,179,179,"Piece of cake","NiQLRYgH","Help Nöl Holland to sell an unordinary squirrel on the local market",22,1,true
9,NONE,NA,NA,12,0,3,201,201,"Walk in the park","G6nYycEW","Help Franciska Sandford to transport a magic turnips to grassland in Darkkeep",17,2,true
9,NONE,NA,NA,13,0,3,218,218,"Piece of cake","EbVODONY","Steal house delivery to Huang Smedley and share some of the profits with the people.",68,7,true
9,NONE,NA,NA,14,0,3,286,286,"Piece of cake","jSGRlpnf","Steal horse delivery to Sefu Hopkins and share some of the profits with the people.",38,7,true
9,NONE,NA,NA,15,0,3,324,324,"Piece of cake","qLDpGM3T","Escort Sati Pettigrew to steppe in Frostwell where they can meet with their long lost chicken",68,6,true
9,NONE,NA,NA,16,0,3,392,392,"Piece of cake","qLM1dV2X","Escort Essa Sinclair to field in Northgarden where they can meet with their long lost beer mug",50,6,true
9,NONE,NA,FRESH,17,0,3,442,442,"Hmmm....","YtaDNRL3","Escort Shalom Winterbottom to meadow in Razorwater where they can meet with their long lost dog",62,4,true
9,NONE,NA,NA,18,0,3,504,504,"Piece of cake","mu4d8KbN","Steal clothes delivery to Humbert Westley and share some of the profits with the people.",50,7,true
9,NONE,NA,NA,19,0,3,554,554,"Walk in the park","rJv3IoMC","Create an advertisement campaign for Hallvarðr Vilhjálmsdóttir to promote their water based business",42,4,true
9,NONE,NA,EXPIRING,20,0,3,596,596,"Walk in the park","wiJV1FFe","Create an advertisement campaign for Lihi Farnham to promote their water based business",34,1,true
9,NONE,NA,NA,21,0,3,630,630,"Walk in the park","PhZTlgQH","Help defending steppe in Stronggannon from the intruders",104,7,true
9,NONE,NA,EXPIRING,22,0,3,734,734,"Suicide mission","ddGiWdns","Investigate Rahab Pickering and find out their relation to the magic squirrel.",128,1,false
9,NONE,NA,EXPIRING,23,0,2,734,734,"Walk in the park","rXOAjOMF","Escort Conor Botwright to meadow in Dovedinny where they can meet with their long lost potatoes",60,1,true
9,NONE,NA,EXPIRING,24,0,2,794,794,"Suicide mission","816iAPND","Investigate Meliora Prudhomme and find out their relation to the magic pot.",122,1,false
9,NONE,NA,NA,26,0,2,744,794,"Sure thing","aD1hmdZ9","Help defending grassland in Highbane from the intruders",118,6,true
9,NONE,NA,NA,27,0,2,862,912,"Piece of cake","4Ysa0DnP","Help defending meadow in Southport from the intruders",74,6,false
9,NONE,NA,NA,29,0,2,812,912,"Piece of cake","L1B466R3","Escort Innocenzo Davison to savannah in Bloodcrest where they can meet with their long lost chicken",51,2,true
9,NONE,NA,FRESH,30,0,2,863,963,"Hmmm....","naphOhTX","Help defending steppe in Voidhill from the intruders",127,4,false
9,NONE,NA,FRESH,32,0,2,813,963,"Gamble","rwaYWIZm","Help defending plains in Razorburg from the intruders",88,5,true
9,NONE,NA,EXPIRING,33,0,2,901,1051,"Suicide mission","3chMAlT1","Investigate Kamen Holly and find out their relation to the magic water.",131,1,false
9,NONE,NA,EXPIRING,35,0,2,851,1051,"Risky","cY4HMv5e","Investigate Fotios Hardwick and find out their relation to the magic weed.",140,1,true
9,NONE,NA,EXPIRING,36,0,2,991,1191,"Playing with fire","oSEfPpPI","Investigate Atlas Nicolson and find out their relation to the magic potatoes.",136,1,false
9,NONE,NA,EXPIRING,38,0,2,941,1191,"Piece of cake","eing91xZ","Help defending peninsula in Millerdale from the intruders",94,1,true
9,NONE,NA,NA,39,0,2,1035,1285,"Sure thing","ThoZ3wlh","Help defending meadow in Fangdean from the intruders",94,4,true
9,NONE,NA,EXPIRING,40,0,2,1129,1379,"Walk in the park","fRyDlxUL","Help defending field in Penmire from the intruders",110,1,true
9,NONE,NA,EXPIRING,41,0,2,1239,1489,"Gamble","fwe2Wh1k","Help defending village in Greywell from the intruders",105,1,false
9,NONE,NA,FRESH,43,0,2,1189,1489,"Suicide mission","kk98cl2q","Help defending savannah in Strongpine from the intruders",81,5,false
9,NONE,NA,NA,45,0,2,1139,1489,"Piece of cake","VqGAquwg","Help defending peninsula in Frostsheen from the intruders",50,4,true
9,NONE,NA,EXPIRING,46,0,2,1189,1539,"Risky","lJ77uHXI","Help defending plains in Darkdrone from the intruders",81,1,false
9,NONE,NA,NA,48,0,2,1139,1539,"Quite likely","4bCh1aMX","Help defending meadow in Fernmire from the intruders",87,2,true
9,NONE,NA,FRESH,49,0,2,1226,1626,"Risky","b2XG3JBN","Help defending hill in Olddrone from the intruders",80,5,false
10,NONE,NA,NA,0,0,3,0,0,"Sure thing","TCd0LRo9","Help Orna Sanderson to fix their squirrel",6,7,true
10,NONE,NA,NA,1,0,3,6,6,"Piece of cake","22LmL8kF","Escort Wibke Madison to meadow in Lighthill where they can meet with their long lost horse",66,6,true
10,NONE,NA,NA,2,0,3,72,72,"Piece of cake","BIc8DvuB","Escort Anah Morrish to plains in Westtown where they can meet with their long lost wagon",67,5,true
10,NONE,NA,NA,3,0,3,139,139,"Sure thing","OSq8mGXF","Steal wagon delivery to Akemi Allsopp and share some of the profits with the people.",48,7,true
10,NONE,NA,NA,4,0,3,187,187,"Piece of cake","hJLCYsO8","Help Raul Hopkins to fix their cat",2,3,true
10,NONE,NA,NA,5,0,3,189,189,"Piece of cake","mYwoqV6q","Help Sinta Norwood to reach an agreement with Judoc Armistead on the matters of disputed squirrel",8,7,true
10,NONE,NA,EXPIRING,6,0,3,197,197,"Quite likely","4VrpquFK","Help Ngaio Hlöðversson to sell an unordinary chicken on the local market",19,1,true
10,NONE,NA,EXPIRING,7,0,3,216,216,"Quite likely","Ys86BRVz","Create an advertisement campaign for Arij Stanton to promote their chicken based business",25,1,true
10,NONE,NA,EXPIRING,8,0,3,241,241,"Quite likely","u1XtbR0m","Create an advertisement campaign for Shalev Freeman to promote their house based business",36,1,true
10,NONE,NA,NA,9,0,3,277,277,"Sure thing","3DGKsyDE","Steal potatoes delivery to Ninette Webster and share some of the profits with the people.",59,5,true
10,NONE,NA,NA,10,0,3,336,336,"Piece of cake","INUfP9CI","Escort Yamikani Gladwin to peninsula in Orrinport where they can meet with their long lost beer mug",56,4,true
10,NONE,NA,NA,11,0,3,392,392,"Sure thing","UXsAcJS0","Steal pot delivery to Metoděj Boothman and share some of the profits with the people.",56,7,true
10,NONE,NA,NA,12,0,3,448,448,"Sure thing","vCl8x1YZ","Help Grwn Sanford to sell an unordinary horse on the local market",23,6,true
10,NONE,NA,EXPIRING,13,0,3,471,471,"Piece of cake","zubjjIEJ","Help Berislav Pickering to reach an agreement with Boipelo Bernard on the matters of disputed potatoes",13,1,true
10,NONE,NA,NA,14,0,3,484,484,"Sure thing","bB5gsFFB","Help Lei Gabriels to sell an unordinary chariot on the local market",18,7,true
10,NONE,NA,NA,15,0,3,502,502,"Piece of cake","ABztJ6sK","Steal squirrel delivery to Raniya Atterberry and share some of the profits with the people.",71,6,true
10,NONE,NA,NA,16,0,3,573,573,"Piece of cake","HhJ2nx1x","Steal cat delivery to Ryo Sigurðdóttir and share some of the profits with the people.",44,4,true
10,NONE,NA,NA,17,0,3,617,617,"Piece of cake","Qd2HCtMr","Escort Geirr Jónsson to thrift shoppe in Highcawl where they can meet with their long lost house",86,3,true
10,NONE,NA,FRESH,18,0,3,703,703,"Hmmm....","OdmYXYRk","Escort Ganzorig Proudfoot to meadow in Masonshaw where they can meet with their long lost chariot",71,7,true
10,NONE,NA,NA,19,0,3,774,774,"Sure thing","Yu79CaIO","Steal super awesome diamond dog from Annabel Watkins",179,7,false
10,NONE,NA,EXPIRING,20,0,2,774,774,"Hmmm....","aqSRR1V6","Create an advertisement campaign for Eulalia Pearson to promote their bucket based business",34,1,false
10,NONE,NA,NA,22,0,2,724,774,"Sure thing","LJ5aindP","Steal super awesome diamond squirrel from Eveleen Alberts",129,6,false
10,NONE,NA,NA,24,0,2,674,774,"Sure thing","nE0ZxLdq","Steal super awesome diamond wagon from Blasius Boatwright",156,6,false
10,NONE,NA,NA,26,0,2,624,774,"Sure thing","bXWK8vNN","Steal super awesome diamond weed from Freyde Eglington",161,6,false
10,NONE,NA,EXPIRING,28,0,2,574,774,"Gamble","I1caIbPf","Investigate Oleh Wylie and find out their relation to the magic beer mug.",156,1,true
10,NONE,NA,FRESH,29,0,2,730,930,"Gamble","RJjAyN4N","Help defending steppe in Newscale from the intruders",81,4,true
10,NONE,NA,NA,30,0,2,811,1011,"Piece of cake","CvcGBgJd","Help defending village in Razormere from the intruders",104,7,true
10,NONE,NA,NA,31,0,2,915,1115,"Walk in the park","B9aoITiY","Help defending field in Westwater from the intruders",112,5,false
10,NONE,NA,FRESH,33,0,2,865,1115,"Playing with fire","xof1Mfd9","Investigate Oighrig Adamson and find out their relation to the magic clothes.",108,3,false
10,NONE,NA,EXPIRING,35,0,2,815,1115,"Hmmm....","yl3YoZbs","Infiltrate The Crystal Dragontooth Association and recover their secrets.",113,1,false
10,NONE,NA,NA,37,0,2,765,1115,"Walk in the park","qPxW4fsg","Help defending steppe in Razorchester from the intruders",87,5,true
10,NONE,NA,NA,38,0,2,852,1202,"Quite likely","JD2wW5o0","Help defending plains in Ravendeen from the intruders",108,4,false
10,NONE,NA,EXPIRING,40,0,2,802,1202,"Rather detrimental","itjMQBXO","Help defending village in Darkdinny from the intruders",101,1,true
10,NONE,NA,NA,41,0,2,903,1303,"Walk in the park","AlvlKguy","Help defending steppe in Fallbury from the intruders",60,5,true
10,NONE,NA,FRESH,42,0,2,963,1363,"Gamble","AnR2okGQ","Help defending village in Blackdeen from the intruders",89,7,false
10,NONE,NA,EXPIRING,44,0,2,913,1363,"Rather detrimental","TfuvGCuf","Help defending grassland in Strongton from the intruders",79,1,true
10,NONE,NA,NA,45,0,2,992,1442,"Quite likely","qvbtSzOX","Help defending island in Snowseed from the intruders",92,6,true
10,NONE,NA,NA,46,0,2,1084,1534,"Gamble","vUrbFMNB","Help defending foggy riverside in Newville from the intruders",70,7,true
10,NONE,NA,EXPIRING,47,0,2,1154,1604,"Playing with fire","7NOK6hT6","Help defending grassland in Dornfire from the intruders",87,1,false
10,NONE,NA,FRESH,49,0,2,1104,1604,"Playing with fire","3uQ8ccX3","Help defending church in Whitefair from the intruders",58,7,true
11,NONE,NA,NA,0,0,3,0,0,"Sure thing","TwanarfK","Steal dog delivery to Ferrutius Woodhams and share some of the profits with the people.",62,7,true
11,NONE,NA,NA,1,0,3,62,62,"Sure thing","yvjQUrwy","Help Kagiso Bullock to fix their weed",8,6,true
11,NONE,NA,NA,2,0,3,70,70,"Piece of cake","FP6ZQNyg","Help Erdenechimeg Willard to transport a magic sheep to meadow in Fangcaster",14,5,true
11,NONE,NA,NA,3,0,3,84,84,"Piece of cake","UF2FW0QL","Help Enéas Courtney to clean their pot",6,4,true
11,NONE,NA,NA,4,0,3,90,90,"Piece of cake","VPXANcZ7","Escort Emerentius Morison to savannah in Ravenchester where they can meet with their long lost house",67,3,true
11,NONE,NA,NA,5,0,3,157,157,"Piece of cake","gbJSzPfa","Help Iskra Lindsay to sell an unordinary pot on the local market",24,2,true
11,NONE,NA,FRESH,6,0,3,181,181,"Piece of cake","p2jXBCjw","Escort Hanan Washington to peninsula in Fallbane where they can meet with their long lost wagon",59,5,true
11,NONE,NA,FRESH,7,0,3,240,240,"Walk in the park","CrqhprWu","Help Wati Boothman to write their biographical novel about their difficulties with a deranged cat",45,7,true
11,NONE,NA,FRESH,8,0,3,285,285,"Piece of cake","hg058Hiw","Create an advertisement campaign for Alphaeus Soames to promote their potatoes based business",39,7,true
11,NONE,NA,FRESH,9,0,3,324,324,"Walk in the park","TQU8kFnP","Help Wulan Ace to sell an unordinary chicken on the local market",27,7,false
11,NONE,NA,NA,10,0,2,324,324,"Sure thing","JMk2S0dl","Help Vappu Clifton to reach an agreement with Manish Blanchard on the matters of disputed pan",4,6,true
11,NONE,NA,FRESH,11,0,2,328,328,"Walk in the park","nMArFN0C","Create an advertisement campaign for Fernando English to promote their turnips based business",21,7,true
11,NONE,NA,NA,12,0,2,349,349,"Sure thing","WwfGlufU","Help Freeman Wannell to reach an agreement with Constantine Langdon on the matters of disputed chicken",12,2,true
11,NONE,NA,EXPIRING,13,0,2,361,361,"Piece of cake","ZFIzT4uG","Steal water delivery to Arlette Pritchett and share some of the profits with the people.",61,1,true
11,NONE,NA,EXPIRING,14,0,2,422,422,"Hmmm....","ReQmI0aR","Help Emilia Outterridge to write their biographical novel about their difficulties with a deranged water",38,1,false
11,NONE,NA,EXPIRING,16,0,2,372,422,"Gamble","tpzK564O","Create an advertisement campaign for Rhea Forester to promote their cat based business",25,1,false
11,NONE,NA,EXPIRING,18,0,2,322,422,"Gamble","7LzE2uGU","Create an advertisement campaign for Ndidi Beckett to promote their chariot based business",41,1,false
11,NONE,NA,EXPIRING,20,0,2,272,422,"Hmmm....","hMTsADI5","Escort Robbie Addison to pasture in Ravendrone where they can meet with their long lost wagon",65,1,true
11,NONE,NA,FRESH,21,0,2,337,487,"Piece of cake","cVLZXHKS","Escort Kamen Wilkins to peninsula in Burnsham where they can meet with their long lost clothes",63,3,true
11,NONE,NA,FRESH,22,0,2,400,550,"Suicide mission","o4cwIwxe","Investigate Ödön Dickson and find out their relation to the magic clothes.",125,3,false
11,NONE,NA,NA,24,0,2,350,550,"Sure thing","9fbDf4lJ","Help defending savannah in Ferncawl from the intruders",123,6,true
11,NONE,NA,NA,25,0,2,473,673,"Walk in the park","Q7EH4Gbs","Escort Maite Waldroup to peninsula in Fernton where they can meet with their long lost cat",62,3,true
11,NONE,NA,FRESH,26,0,2,535,735,"Walk in the park","KjSf4iIt","Help defending grassland in Razorville from the intruders",123,7,true
11,NONE,NA,NA,27,0,2,658,858,"Walk in the park","m8UGEq3J","Escort Gerry Thatcher to plains in Thornspring where they can meet with their long lost weed",65,2,true
11,NONE,NA,FRESH,28,0,2,723,923,"Rather detrimental","yTdau3Bm","Help defending thrift shoppe in Orrinfire from the intruders",109,4,true
11,NONE,NA,EXPIRING,29,0,2,832,1032,"Suicide mission","pRY3rlRd","Kill Rainerio Summerfield with house and make Léopold Hallman from palace in Newhill to take the blame",136,1,false
11,NONE,NA,EXPIRING,31,0,2,782,1032,"Suicide mission","AY0Uximg","Investigate Marge Dwerryhouse and find out their relation to the magic house.",132,1,false
11,NONE,NA,EXPIRING,33,0,2,732,1032,"Suicide mission","mg66kG8f","Infiltrate The Invisibles and recover their secrets.",128,1,false
11,NONE,NA,NA,35,0,2,682,1032,"Walk in the park","1g444CvB","Help defending plains in Razorcrest from the intruders",94,1,true
11,NONE,NA,NA,36,0,2,776,1126,"Quite likely","7zSLI24i","Help defending steppe in Towerburg from the intruders",90,5,true
11,NONE,NA,NA,37,0,2,866,1216,"Piece of cake","iokOtOmh","Help defending thrift shoppe in Sharppine from the intruders",97,7,true
11,NONE,NA,EXPIRING,38,0,2,963,1313,"Hmmm....","Wa8SBGjX","Help defending village in Whitespring from the intruders",85,1,false
11,NONE,NA,EXPIRING,40,0,2,913,1313,"Gamble","K4qHGkSG","Help defending field in Westtown from the intruders",106,1,false
11,NONE,NA,FRESH,42,0,2,863,1313,"Gamble","LdaTbq6j","Help defending grassland in Southdeen from the intruders",108,4,true
11,NONE,NA,NA,43,0,2,971,1421,"Piece of cake","kHCagiRE","Help defending field in Fangcawl from the intruders",66,7,true
11,NONE,NA,EXPIRING,44,0,2,1037,1487,"Hmmm....","gJnzFsAc","Help defending village in Scalecrest from the intruders",91,1,true
11,NONE,NA,EXPIRING,45,0,2,1128,1578,"Quite likely","Vnx9gNDs","Help defending village in Burnspine from the intruders",78,1,true
11,NONE,NA,FRESH,46,0,2,1206,1656,"Hmmm....","X7ys9JjO","Help defending meadow in Ridgegannon from the intruders",100,4,true
11,NONE,NA,EXPIRING,47,0,2,1306,1756,"Piece of cake","nCj5s4qV","Help defending peninsula in Snowton from the intruders",68,1,true
11,NONE,NA,NA,48,0,2,1374,1824,"Piece of cake","0ps9ZItJ","Help defending manor in Northloft from the intruders",63,5,true
11,NONE,NA,NA,49,0,2,1437,1887,"Quite likely","BX1V7J3w","Help defending plains in Northwater from the intruders",85,1,false
12,NONE,NA,NA,0,0,3,0,0,"Piece of cake","GTlNCsYb","Steal pan delivery to Stanislav Waterman and share some of the profits with the people.",60,7,true
12,NONE,NA,NA,1,0,3,60,60,"Piece of cake","LTeiR4IE","Steal wagon delivery to Mykhailo Sherman and share some of the profits with the people.",55,6,true
12,NONE,NA,NA,2,0,3,115,115,"Piece of cake","ZoitZD2m","Help Jorie Courtier to fix their house",3,5,true
12,NONE,NA,NA,3,0,3,118,118,"Piece of cake","hhSRQnSt","Create an advertisement campaign for Paraskevi Whinery to promote their potatoes based business",27,4,true
12,NONE,NA,NA,4,0,3,145,145,"Sure thing","8bJMx5m5","Help Vivek Cotterill to clean their chicken",3,7,true
12,NONE,NA,NA,5,0,3,148,148,"Piece of cake","iIxKAUUm","Help Sana Scrivens to transport a magic squirrel to peninsula in Highwhyte",14,2,true
12,NONE,NA,EXPIRING,6,0,3,162,162,"Quite likely","waGTOKi4","Help Miina Stanton to transport a magic bucket to village in Sharpwhyte",7,1,false
12,NONE,NA,EXPIRING,7,0,2,162,162,"Rather detrimental","gnnDeGB7","Create an advertisement campaign for Pánfilo Clifton to promote their cat based business",17,1,true
12,NONE,NA,FRESH,8,0,2,179,179,"Gamble","1SYuiLod","Help Melle Wyndham to sell an unordinary chicken on the local market",16,6,true
12,NONE,NA,FRESH,9,0,2,195,195,"Piece of cake","rvdl7rKb","Create an advertisement campaign for Iosias Pierson to promote their clothes based business",21,6,true
12,NONE,NA,NA,10,0,2,216,216,"Piece of cake","5er1O1JJ","Escort Jep Thorley to peninsula in Redpeak where they can meet with their long lost potatoes",74,7,true
12,NONE,NA,NA,11,0,2,290,290,"Piece of cake","ji9Lypkz","Create an advertisement campaign for Monserrat Raynerson to promote their sheep based business",27,7,true
12,NONE,NA,NA,12,0,2,317,317,"Piece of cake","eMGJuG0l","Create an advertisement campaign for Mandeep Morriss to promote their potatoes based business",42,7,true
12,NONE,NA,EXPIRING,13,0,2,359,359,"Walk in the park","CMZnEklq","Help Ayelen Ellisson to reach an agreement with Gerd Stainthorpe on the matters of disputed pan",11,1,false
12,NONE,NA,EXPIRING,15,0,2,309,359,"Hmmm....","euiWi8hD","Escort Fishel Dwerryhouse to steppe in Fangloft where they can meet with their long lost bucket",56,1,true
12,NONE,NA,FRESH,16,0,2,365,415,"Walk in the park","XSGfUJyl","Escort Zusa Huldudóttir to grassland in Southfire where they can meet with their long lost wagon",80,7,true
12,NONE,NA,NA,17,0,2,445,495,"Sure thing","HeUG2e4S","Steal weed delivery to Mireya Christians and share some of the profits with the people.",60,7,true
12,NONE,NA,EXPIRING,18,0,2,505,555,"Hmmm....","HVA6Ywb3","Investigate Anielka Seymour and find out their relation to the magic wagon.",159,1,true
12,NONE,NA,FRESH,19,0,2,664,714,"Hmmm....","9TNDtLuA","Escort Lowell Stephens to grassland in Razorsheen where they can meet with their long lost horse",72,6,true
12,NONE,NA,FRESH,20,0,2,736,786,"Sure thing","hjckdlCJ","Steal chicken delivery to Philander Eldridge and share some of the profits with the people.",53,4,true
