game,arm,turn,level,lives,gold,score,tier,reward,expiresIn,success
23,NONE,3,0,2,52,52,"Sure thing",44,4,true
23,NONE,4,0,2,96,96,"Risky",29,7,false
23,NONE,6,0,2,46,96,"Risky",39,6,true
23,NONE,7,0,2,85,135,"Rather detrimental",33,7,false
23,NONE,9,0,2,35,135,"Gamble",40,5,true
23,NONE,10,0,2,75,175,"Sure thing",9,4,true
23,NONE,11,0,2,84,184,"Rather detrimental",36,7,false
23,NONE,13,0,2,34,184,"Sure thing",50,4,true
23,NONE,14,0,2,84,234,"Quite likely",27,7,false
23,NONE,16,0,2,34,234,"Rather detrimental",33,6,false
23,NONE,17,0,1,34,234,"Hmmm....",57,5,true
23,NONE,19,0,2,41,291,"Gamble",66,7,false
23,NONE,20,0,1,41,291,"Risky",59,7,false
24,NONE,0,0,3,0,0,"Risky",69,7,true
24,NONE,1,0,3,69,69,"Gamble",28,6,true
24,NONE,2,0,3,97,97,"Hmmm....",18,5,true
24,NONE,3,0,3,115,115,"Rather detrimental",19,7,false
24,NONE,4,0,2,115,115,"Quite likely",5,3,false
24,NONE,6,0,2,65,115,"Hmmm....",33,6,false
24,NONE,8,0,2,15,115,"Gamble",15,6,false
24,NONE,9,0,1,15,115,"Quite likely",39,5,true
24,NONE,11,0,2,4,154,"Rather detrimental",24,6,true
24,NONE,12,0,2,28,178,"Sure thing",29,7,true
24,NONE,13,0,2,57,207,"Rather detrimental",24,7,false
24,NONE,15,0,2,7,207,"Rather detrimental",35,6,true
24,NONE,16,0,2,42,242,"Rather detrimental",23,7,false
24,NONE,17,0,1,42,242,"Rather detrimental",21,7,false
25,FAST,0,0,3,0,0,"Rather detrimental",31,7,false
25,FAST,1,0,2,0,0,"Risky",74,6,true
25,FAST,2,0,2,74,74,"Risky",14,5,true
25,FAST,3,0,2,88,88,"Hmmm....",31,4,false
25,FAST,5,0,2,38,88,"Rather detrimental",35,6,false
25,FAST,6,0,1,38,88,"Sure thing",15,3,true
25,FAST,8,0,2,3,103,"Rather detrimental",24,6,false
25,FAST,9,0,1,3,103,"Hmmm....",23,5,true
25,FAST,10,0,1,26,126,"Quite likely",23,7,true
25,FAST,11,0,1,49,149,"Hmmm....",13,6,false
26,FAST,0,0,3,0,0,"Hmmm....",31,7,false
26,FAST,1,0,2,0,0,"Gamble",71,6,true
26,FAST,2,0,2,71,71,"Gamble",10,5,true
26,FAST,3,0,2,81,81,"Hmmm....",56,7,true
26,FAST,5,1,2,37,137,"Risky",29,6,true
26,FAST,6,1,2,66,166,"Piece of cake",35,3,true
26,FAST,8,2,2,1,201,"Hmmm....",70,6,true
26,FAST,9,2,2,71,271,"Hmmm....",18,5,true
26,FAST,10,2,2,89,289,"Hmmm....",34,7,false
26,FAST,12,2,2,39,289,"Quite likely",35,4,true
26,FAST,13,2,2,74,324,"Piece of cake",64,5,true
26,FAST,15,3,2,38,388,"Rather detrimental",32,6,false
26,FAST,16,3,1,38,388,"Gamble",43,5,true
26,FAST,18,3,2,31,431,"Quite likely",103,5,true
26,FAST,20,4,2,34,534,"Gamble",103,7,true
26,FAST,22,5,2,37,637,"Quite likely",169,7,true
26,FAST,24,6,2,106,806,"Risky",204,3,false
26,FAST,26,6,2,56,806,"Quite likely",168,5,true
26,FAST,27,6,2,224,974,"Quite likely",45,5,true
26,FAST,28,6,2,269,1019,"Quite likely",38,3,true
26,FAST,29,6,2,307,1057,"Piece of cake",165,6,true
26,FAST,30,6,2,472,1222,"Walk in the park",54,4,true
26,FAST,31,6,2,526,1276,"Quite likely",200,3,true
26,FAST,32,6,2,726,1476,"Piece of cake",160,6,true
26,FAST,33,6,2,886,1636,"Hmmm....",168,7,true
26,FAST,34,6,2,1054,1804,"Rather detrimental",150,6,false
26,FAST,36,6,2,1004,1804,"Hmmm....",152,6,false
26,FAST,38,6,2,954,1804,"Risky",146,4,false
26,FAST,40,6,2,904,1804,"Piece of cake",138,3,true
26,FAST,41,6,2,1042,1942,"Hmmm....",150,7,false
26,FAST,43,6,2,992,1942,"Hmmm....",155,6,true
26,FAST,44,6,2,1147,2097,"Hmmm....",146,4,true
26,FAST,45,6,2,1293,2243,"Hmmm....",130,3,false
26,FAST,47,6,2,1243,2243,"Hmmm....",173,6,true
26,FAST,48,6,2,1416,2416,"Quite likely",149,3,true
26,FAST,49,6,2,1565,2565,"Hmmm....",115,7,true
27,FAST,0,0,3,0,0,"Risky",37,7,true
27,FAST,1,0,3,37,37,"Hmmm....",3,7,true
27,FAST,2,0,3,40,40,"Risky",22,7,true
27,FAST,3,0,3,62,62,"Sure thing",3,4,true
27,FAST,4,0,3,65,65,"Sure thing",27,6,true
27,FAST,5,0,3,92,92,"Sure thing",14,6,true
27,FAST,7,1,3,6,106,"Sure thing",50,7,true
27,FAST,8,1,3,56,156,"Piece of cake",63,5,false
27,FAST,9,1,2,56,156,"Quite likely",22,7,true
27,FAST,10,1,2,78,178,"Quite likely",39,7,false
27,FAST,12,1,2,28,178,"Gamble",29,7,true
27,FAST,13,1,2,57,207,"Piece of cake",25,7,true
27,FAST,14,1,2,82,232,"Gamble",21,7,true
27,FAST,16,2,2,3,253,"Gamble",46,5,false
27,FAST,17,2,1,3,253,"Hmmm....",35,4,false
28,FAST,0,0,3,0,0,"Rather detrimental",64,7,true
28,FAST,1,0,3,64,64,"Quite likely",27,6,true
28,FAST,2,0,3,91,91,"Sure thing",8,6,true
28,FAST,3,0,3,99,99,"Piece of cake",12,4,true
28,FAST,5,1,3,11,111,"Hmmm....",55,6,true
28,FAST,6,1,3,66,166,"Piece of cake",65,7,true
28,FAST,8,2,3,31,231,"Risky",74,6,false
28,FAST,9,2,2,31,231,"Rather detrimental",31,5,false
28,FAST,10,2,1,31,231,"Rather detrimental",42,7,false
29,FAST,0,0,3,0,0,"Risky",23,7,true
29,FAST,1,0,3,23,23,"Gamble",75,6,true
29,FAST,2,0,3,98,98,"Gamble",18,5,false
29,FAST,3,0,2,98,98,"Hmmm....",9,7,false
29,FAST,5,0,2,48,98,"Sure thing",19,3,true
29,FAST,6,0,2,67,117,"Gamble",39,7,false
29,FAST,8,0,2,17,117,"Quite likely",8,6,false
29,FAST,9,0,1,17,117,"Sure thing",19,7,true
29,FAST,10,0,1,36,136,"Piece of cake",15,4,true
29,FAST,12,0,2,1,151,"Quite likely",71,6,false
29,FAST,13,0,1,1,151,"Piece of cake",37,7,true
29,FAST,14,0,1,38,188,"Gamble",48,7,true
29,FAST,16,0,2,36,236,"Gamble",146,3,false
29,FAST,17,0,1,36,236,"Gamble",39,5,true
29,FAST,19,0,2,25,275,"Rather detrimental",24,7,false
29,FAST,20,0,1,25,275,"Gamble",32,5,true
29,FAST,22,0,2,7,307,"Gamble",64,6,true
29,FAST,23,0,2,71,371,"Hmmm....",123,5,false
29,FAST,25,0,2,21,371,"Rather detrimental",132,3,true
29,FAST,27,1,2,53,503,"Piece of cake",88,6,true
29,FAST,29,2,2,41,591,"Gamble",30,6,true
29,FAST,30,2,2,71,621,"Quite likely",24,5,true
29,FAST,31,2,2,95,645,"Hmmm....",122,6,true
29,FAST,34,4,2,17,767,"Gamble",127,7,false
29,FAST,35,4,1,17,767,"Hmmm....",130,7,true
29,FAST,37,4,2,97,897,"Rather detrimental",106,6,false
29,FAST,39,4,2,47,897,"Rather detrimental",123,6,true
29,FAST,41,5,2,70,1020,"Risky",99,6,false
29,FAST,43,5,2,20,1020,"Gamble",126,7,true
29,FAST,45,6,2,46,1146,"Gamble",120,5,false
29,FAST,46,6,1,46,1146,"Gamble",111,6,true
29,FAST,48,6,2,107,1257,"Rather detrimental",128,6,false
30,NONE,0,0,3,0,0,"Quite likely",33,7,true
30,NONE,1,0,3,33,33,"Risky",51,6,true
30,NONE,2,0,3,84,84,"Quite likely",65,7,true
30,NONE,3,0,3,149,149,"Sure thing",1,4,true
30,NONE,4,0,3,150,150,"Sure thing",22,3,true
30,NONE,5,0,3,172,172,"Quite likely",22,7,true
30,NONE,6,0,3,194,194,"Piece of cake",6,4,true
30,NONE,7,0,3,200,200,"Rather detrimental",38,7,false
30,NONE,8,0,2,200,200,"Rather detrimental",22,6,false
30,NONE,10,0,2,150,200,"Gamble",24,4,false
30,NONE,12,0,2,100,200,"Gamble",27,6,true
30,NONE,13,0,2,127,227,"Gamble",45,7,true
30,NONE,14,0,2,172,272,"Risky",51,7,false
30,NONE,16,0,2,122,272,"Hmmm....",61,5,true
30,NONE,17,0,2,183,333,"Hmmm....",33,7,true
30,NONE,18,0,2,216,366,"Piece of cake",55,3,true
30,NONE,19,0,2,271,421,"Piece of cake",69,3,true
30,NONE,20,0,2,340,490,"Piece of cake",51,3,true
30,NONE,21,0,2,391,541,"Quite likely",115,7,true
30,NONE,22,0,2,506,656,"Piece of cake",55,4,true
30,NONE,23,0,2,561,711,"Gamble",70,7,false
30,NONE,25,0,2,511,711,"Rather detrimental",56,6,false
30,NONE,27,0,2,461,711,"Risky",73,4,true
30,NONE,28,0,2,534,784,"Risky",82,7,false
30,NONE,30,0,2,484,784,"Piece of cake",121,3,true
30,NONE,31,0,2,605,905,"Gamble",123,3,true
30,NONE,32,0,2,728,1028,"Quite likely",114,7,true
30,NONE,33,0,2,842,1142,"Piece of cake",84,6,true
30,NONE,34,0,2,926,1226,"Rather detrimental",96,7,false
30,NONE,36,0,2,876,1226,"Quite likely",97,6,false
30,NONE,38,0,2,826,1226,"Quite likely",92,5,false
30,NONE,40,0,2,776,1226,"Risky",105,3,true
30,NONE,41,0,2,881,1331,"Hmmm....",69,3,true
30,NONE,42,0,2,950,1400,"Quite likely",84,7,true
30,NONE,43,0,2,1034,1484,"Rather detrimental",94,6,false
30,NONE,45,0,2,984,1484,"Rather detrimental",72,6,false
30,NONE,47,0,2,934,1484,"Gamble",62,3,true
30,NONE,48,0,2,996,1546,"Rather detrimental",69,7,true
30,NONE,49,0,2,1065,1615,"Rather detrimental",77,7,false
31,NONE,0,0,3,0,0,"Hmmm....",22,7,false
31,NONE,1,0,2,0,0,"Rather detrimental",35,6,false
31,NONE,2,0,1,0,0,"Rather detrimental",28,5,true
31,NONE,3,0,1,28,28,"Gamble",32,5,false
32,NONE,0,0,3,0,0,"Rather detrimental",36,7,true
32,NONE,1,0,3,36,36,"Risky",20,7,true
32,NONE,2,0,3,56,56,"Hmmm....",28,5,true
32,NONE,3,0,3,84,84,"Quite likely",11,7,true
32,NONE,4,0,3,95,95,"Quite likely",8,3,true
32,NONE,5,0,3,103,103,"Piece of cake",27,4,true
32,NONE,6,0,3,130,130,"Piece of cake",24,5,true
32,NONE,7,0,3,154,154,"Quite likely",14,7,true
32,NONE,8,0,3,168,168,"Sure thing",51,6,true
32,NONE,9,0,3,219,219,"Risky",31,7,true
32,NONE,10,0,3,250,250,"Rather detrimental",19,7,false
32,NONE,11,0,2,250,250,"Quite likely",22,7,true
32,NONE,12,0,2,272,272,"Sure thing",64,3,true
32,NONE,13,0,2,336,336,"Quite likely",30,7,false
32,NONE,15,0,2,286,336,"Rather detrimental",71,6,false
32,NONE,17,0,2,236,336,"Risky",27,4,false
32,NONE,19,0,2,186,336,"Gamble",29,7,false
32,NONE,21,0,2,136,336,"Gamble",112,7,true
32,NONE,22,0,2,248,448,"Rather detrimental",107,6,false
32,NONE,24,0,2,198,448,"Rather detrimental",55,4,false
32,NONE,26,0,2,148,448,"Quite likely",62,4,false
32,NONE,28,0,2,98,448,"Hmmm....",112,6,true
32,NONE,29,0,2,210,560,"Quite likely",82,7,true
32,NONE,30,0,2,292,642,"Gamble",147,3,true
32,NONE,31,0,2,439,789,"Gamble",103,7,true
32,NONE,32,0,2,542,892,"Gamble",104,7,true
32,NONE,33,0,2,646,996,"Rather detrimental",164,3,true
32,NONE,34,0,2,810,1160,"Hmmm....",118,7,true
32,NONE,35,0,2,928,1278,"Quite likely",96,4,true
32,NONE,36,0,2,1024,1374,"Gamble",106,7,true
32,NONE,37,0,2,1130,1480,"Gamble",79,6,true
32,NONE,38,0,2,1209,1559,"Hmmm....",86,5,false
32,NONE,40,0,2,1159,1559,"Rather detrimental",93,6,true
32,NONE,41,0,2,1252,1652,"Gamble",78,7,true
32,NONE,42,0,2,1330,1730,"Rather detrimental",99,7,false
32,NONE,44,0,2,1280,1730,"Gamble",63,6,true
32,NONE,45,0,2,1343,1793,"Gamble",78,7,true
32,NONE,46,0,2,1421,1871,"Rather detrimental",69,5,false
32,NONE,48,0,2,1371,1871,"Risky",86,6,true
32,NONE,49,0,2,1457,1957,"Walk in the park",71,3,true
33,NONE,0,0,3,0,0,"Risky",34,7,false
33,NONE,1,0,2,0,0,"Risky",27,6,false
33,NONE,2,0,1,0,0,"Gamble",42,6,true
33,NONE,3,0,1,42,42,"Gamble",20,4,false
34,NONE,0,0,3,0,0,"Risky",64,7,false
34,NONE,1,0,2,0,0,"Hmmm....",67,6,true
34,NONE,2,0,2,67,67,"Hmmm....",27,6,true
34,NONE,3,0,2,94,94,"Sure thing",48,4,true
34,NONE,4,0,2,142,142,"Sure thing",8,3,true
34,NONE,5,0,2,150,150,"Piece of cake",6,5,true
34,NONE,6,0,2,156,156,"Quite likely",54,7,false
34,NONE,8,0,2,106,156,"Rather detrimental",22,6,false
34,NONE,10,0,2,56,156,"Hmmm....",45,4,false
34,NONE,12,0,2,6,156,"Sure thing",28,4,true
34,NONE,13,0,2,34,184,"Piece of cake",44,3,true
34,NONE,14,0,2,78,228,"Hmmm....",23,7,true
34,NONE,15,0,2,101,251,"Quite likely",39,6,true
34,NONE,16,0,2,140,290,"Quite likely",35,7,true
34,NONE,17,0,2,175,325,"Risky",152,3,true
34,NONE,18,0,2,327,477,"Sure thing",83,3,true
34,NONE,19,0,2,410,560,"Risky",34,7,false
34,NONE,21,0,2,360,560,"Hmmm....",131,7,true
34,NONE,22,0,2,491,691,"Hmmm....",60,6,false
34,NONE,24,0,2,441,691,"Rather detrimental",65,6,false
34,NONE,26,0,2,391,691,"Piece of cake",106,7,true
34,NONE,27,0,2,497,797,"Walk in the park",100,3,true
34,NONE,28,0,2,597,897,"Risky",167,3,true
34,NONE,29,0,2,764,1064,"Rather detrimental",91,7,false
34,NONE,31,0,2,714,1064,"Risky",113,6,false
34,NONE,33,0,2,664,1064,"Hmmm....",80,7,true
34,NONE,34,0,2,744,1144,"Quite likely",110,3,true
34,NONE,35,0,2,854,1254,"Rather detrimental",116,7,true
34,NONE,36,0,2,970,1370,"Rather detrimental",100,6,true
34,NONE,37,0,2,1070,1470,"Rather detrimental",100,6,false
34,NONE,39,0,2,1020,1470,"Risky",84,6,false
34,NONE,41,0,2,970,1470,"Gamble",83,3,true
34,NONE,42,0,2,1053,1553,"Hmmm....",94,7,false
34,NONE,44,0,2,1003,1553,"Rather detrimental",79,6,false
34,NONE,46,0,2,953,1553,"Hmmm....",94,4,false
34,NONE,48,0,2,903,1553,"Rather detrimental",77,6,false
35,FAST,0,0,3,0,0,"Quite likely",59,7,true
35,FAST,1,0,3,59,59,"Quite likely",40,7,true
35,FAST,2,0,3,99,99,"Quite likely",11,5,false
35,FAST,3,0,2,99,99,"Quite likely",1,4,true
35,FAST,5,1,2,0,100,"Quite likely",23,6,true
35,FAST,6,1,2,23,123,"Sure thing",68,7,true
35,FAST,7,1,2,91,191,"Rather detrimental",37,7,true
35,FAST,9,2,2,28,228,"Quite likely",47,5,true
35,FAST,10,2,2,75,275,"Risky",19,7,false
35,FAST,12,2,2,25,275,"Quite likely",31,6,true
35,FAST,13,2,2,56,306,"Hmmm....",32,4,false
35,FAST,15,2,2,6,306,"Quite likely",38,6,false
35,FAST,16,2,1,6,306,"Quite likely",36,5,true
35,FAST,17,2,1,42,342,"Rather detrimental",37,4,false
36,FAST,0,0,3,0,0,"Risky",40,7,true
36,FAST,1,0,3,40,40,"Gamble",39,6,false
36,FAST,2,0,2,40,40,"Gamble",24,5,true
36,FAST,3,0,2,64,64,"Quite likely",49,4,true
36,FAST,5,1,2,13,113,"Quite likely",60,6,true
36,FAST,6,1,2,73,173,"Rather detrimental",65,7,true
36,FAST,8,2,2,38,238,"Rather detrimental",83,6,true
36,FAST,10,3,2,21,321,"Gamble",55,6,false
36,FAST,11,3,1,21,321,"Rather detrimental",122,7,false
37,FAST,0,0,3,0,0,"Risky",24,7,false
37,FAST,1,0,2,0,0,"Rather detrimental",18,6,false
37,FAST,2,0,1,0,0,"Risky",63,6,false
38,FAST,0,0,3,0,0,"Risky",22,7,false
38,FAST,1,0,2,0,0,"Hmmm....",29,6,false
38,FAST,2,0,1,0,0,"Hmmm....",13,5,false
39,FAST,0,0,3,0,0,"Rather detrimental",44,7,true
39,FAST,1,0,3,44,44,"Risky",77,7,true
39,FAST,3,1,3,21,121,"Rather detrimental",21,6,true
39,FAST,4,1,3,42,142,"Hmmm....",30,3,false
39,FAST,5,1,2,42,142,"Risky",59,7,true
39,FAST,7,2,2,1,201,"Risky",37,7,false
39,FAST,8,2,1,1,201,"Gamble",20,5,true
39,FAST,9,2,1,21,221,"Risky",72,7,true
39,FAST,11,2,2,43,293,"Hmmm....",35,3,true
39,FAST,12,2,2,78,328,"Quite likely",47,7,true
39,FAST,14,3,2,25,375,"Rather detrimental",24,7,true
39,FAST,15,3,2,49,399,"Risky",35,6,false
39,FAST,16,3,1,49,399,"Gamble",47,4,true
39,FAST,18,3,2,46,446,"Risky",59,7,true
39,FAST,20,4,2,5,505,"Hmmm....",69,4,true
39,FAST,21,4,2,74,574,"Piece of cake",62,3,true
39,FAST,23,5,2,36,636,"Quite likely",143,6,true
39,FAST,25,6,2,79,779,"Quite likely",159,7,true
39,FAST,26,6,2,238,938,"Gamble",32,7,false
39,FAST,28,6,2,188,938,"Gamble",51,7,false
39,FAST,30,6,2,138,938,"Hmmm....",211,3,false
39,FAST,32,6,2,88,938,"Rather detrimental",229,3,true
39,FAST,33,6,2,317,1167,"Quite likely",173,4,true
39,FAST,34,6,2,490,1340,"Rather detrimental",248,3,false
39,FAST,36,6,2,440,1340,"Risky",134,7,false
39,FAST,38,6,2,390,1340,"Gamble",133,6,true
39,FAST,39,6,2,523,1473,"Hmmm....",141,4,true
39,FAST,40,6,2,664,1614,"Gamble",117,7,true
39,FAST,41,6,2,781,1731,"Gamble",130,7,true
39,FAST,42,6,2,911,1861,"Gamble",91,5,false
39,FAST,44,6,2,861,1861,"Rather detrimental",158,6,true
39,FAST,45,6,2,1019,2019,"Risky",136,6,false
39,FAST,47,6,2,969,2019,"Risky",102,6,true
39,FAST,48,6,2,1071,2121,"Rather detrimental",102,7,false
