game,arm,rewardArm,turn,level,lives,gold,score,tier,adId,message,reward,expiresIn,success
9,FAST,LOW,4,0,3,79,79,"Piece of cake","HDvpzcQT","Create an advertisement campaign for Margaret Gibbons to promote their potatoes based business",32,3,true
9,FAST,HIGH,6,1,3,11,111,"Piece of cake","v3DhRupU","Escort Lissi Blackburn to meadow in Snowville where they can meet with their long lost beer mug",75,5,true
9,FAST,HIGH,7,1,3,86,186,"Quite likely","Js7SmOba","Help Yannic Underwood to write their biographical novel about their difficulties with a deranged bucket",40,7,true
9,FAST,HIGH,9,2,3,26,226,"Piece of cake","5Kkpbrzh","Steal pan delivery to Afra Kennard and share some of the profits with the people.",50,7,true
9,FAST,LOW,10,2,3,76,276,"Walk in the park","GEGTPWQW","Help Ahuva Hallman to reach an agreement with Hene Bernard on the matters of disputed house",7,4,true
9,FAST,LOW,11,2,3,83,283,"Piece of cake","gzuuBRna","Help Netanyahu Derrickson to sell an unordinary pot on the local market",28,3,true
9,FAST,HIGH,13,3,3,11,311,"Gamble","4TOvmmbB","Help Ese Bernard to write their biographical novel about their difficulties with a deranged chariot",44,6,false
9,FAST,LOW,14,3,2,11,311,"Piece of cake","X7UPWDgG","Create an advertisement campaign for Chandra Atwater to promote their pan based business",34,4,true
9,FAST,LOW,15,3,2,45,345,"Quite likely","vAT0ewa3","Help Amen Fairbairn to write their biographical novel about their difficulties with a deranged chariot",40,7,true
9,FAST,LOW,16,3,2,85,385,"Rather detrimental","0QtDaHPJ","Rescue Synnøve Osbourne from pasture in Orrinsheen where they are attacked by angry chariot",27,5,false
9,FAST,LOW,18,3,2,35,385,"Quite likely","yBpmiCVj","Help Frøya Sniders to write their biographical novel about their difficulties with a deranged wagon",44,6,false
9,FAST,HIGH,19,3,1,35,385,"Piece of cake","CBpQ7JGO","Escort Amabilia Maynard to grassland in Thorngarden where they can meet with their long lost pot",87,4,true
9,FAST,HIGH,21,3,2,72,472,"Quite likely","LaKz51sk","Help defending pasture in Whitedeen from the intruders",146,7,true
9,FAST,LOW,24,5,2,18,618,"Hmmm....","GuoftSk8","Rescue Joaquim Ecclestone from steppe in Sharpport where they are attacked by angry house",22,4,false
9,FAST,LOW,25,5,1,18,618,"Piece of cake","u0D8m4by","Rescue Elisabete L'hernault from peninsula in Fangdale where they are attacked by angry bucket",20,6,true
9,FAST,NA,26,5,1,38,638,"Sure thing","2kseYre4","Help defending field in Fallwell from the intruders",156,7,true
9,FAST,HIGH,29,6,2,44,794,"Piece of cake","1kj9M66U","Help defending grassland in Voidton from the intruders",168,6,true
9,FAST,LOW,30,6,2,212,962,"Piece of cake","qpeJnFjU","Help defending pasture in Strongwell from the intruders",134,6,true
9,FAST,NA,31,6,2,346,1096,"Piece of cake","BiRhAJwu","Help defending plains in Fallcrest from the intruders",167,4,true
9,FAST,NA,32,6,2,513,1263,"Walk in the park","ZMSur4n7","Help defending peninsula in Voidwell from the intruders",138,7,true
9,FAST,HIGH,33,6,2,651,1401,"Gamble","8sdtDHQO","Investigate Khasan Brassington and find out their relation to the magic chariot.",242,3,false
9,FAST,HIGH,35,6,2,601,1401,"Piece of cake","Q8hRXmj5","Help defending steppe in Blackfire from the intruders",158,7,true
9,FAST,HIGH,36,6,2,759,1559,"Piece of cake","5ppoGZSA","Help defending village in Dornville from the intruders",163,7,true
9,FAST,HIGH,37,6,2,922,1722,"Hmmm....","HkiaKKzy","Help defending pasture in Darkbane from the intruders",181,3,true
9,FAST,HIGH,38,6,2,1103,1903,"Piece of cake","MzHXqjli","Help defending savannah in Razorwatch from the intruders",134,4,true
9,FAST,LOW,39,6,2,1237,2037,"Risky","4qQXcyEO","Help defending grassland in Towerhole from the intruders",106,4,false
9,FAST,LOW,41,6,2,1187,2037,"Piece of cake","d25EDWe8","Help defending meadow in Southdean from the intruders",114,4,true
9,FAST,NA,42,6,2,1301,2151,"Walk in the park","rq6sA75b","Help defending meadow in Voiddrone from the intruders",146,5,true
9,FAST,LOW,43,6,2,1447,2297,"Playing with fire","OCRX5k0Z","Help defending grassland in Whitemountain from the intruders",102,6,true
9,FAST,HIGH,44,6,2,1549,2399,"Risky","Sr3F5Msi","Help defending peninsula in Burnswell from the intruders",117,6,true
9,FAST,LOW,45,6,2,1666,2516,"Walk in the park","TalAjbqY","Help defending foggy riverside in Orrincaster from the intruders",123,6,true
9,FAST,LOW,46,6,2,1789,2639,"Quite likely","2eNsisdT","Help defending steppe in Redwhyte from the intruders",123,4,true
9,FAST,LOW,47,6,2,1912,2762,"Gamble","9O3icv9X","Help defending hill in Burnsgannon from the intruders",110,7,true
9,FAST,LOW,48,6,2,2022,2872,"Quite likely","JAaJiad0","Help defending woodland in Eastcrest from the intruders",130,7,true
9,FAST,NA,49,6,2,2152,3002,"Walk in the park","WnVfauHG","Help defending forest in Pendinny from the intruders",131,3,true
10,NONE,HIGH,0,0,3,0,0,"Piece of cake","az7J9PHz","Escort 'ismat Rowland to peninsula in Oldwater where they can meet with their long lost horse",60,7,true
10,NONE,HIGH,1,0,3,60,60,"Piece of cake","TsKK5haK","Create an advertisement campaign for Christoph Hargrave to promote their pan based business",40,6,true
10,NONE,LOW,2,0,3,100,100,"Piece of cake","FLZqbYZg","Help Ceolmund Rennoll to fix their horse",1,5,true
10,NONE,LOW,3,0,3,101,101,"Piece of cake","xblHeWq4","Help Wilhelmus Goody to clean their dog",5,4,true
10,NONE,LOW,4,0,3,106,106,"Piece of cake","Se1tcE5T","Help Tupaarnaq Stevenson to clean their beer mug",8,3,true
10,NONE,HIGH,5,0,3,114,114,"Sure thing","zryzHO6b","Steal pot delivery to Nicanor Granville and share some of the profits with the people.",53,7,true
10,NONE,LOW,6,0,3,167,167,"Piece of cake","uT1RMneJ","Steal squirrel delivery to Trish Oliverson and share some of the profits with the people.",41,7,true
10,NONE,LOW,7,0,3,208,208,"Walk in the park","SrbBC0yc","Help Namrata Brynjólfsson to clean their beer mug",3,4,true
10,NONE,LOW,8,0,3,211,211,"Walk in the park","dEkYeOQz","Create an advertisement campaign for Amen Scarlett to promote their horse based business",31,7,true
10,NONE,HIGH,9,0,3,242,242,"Quite likely","CMeVSll2","Escort Arlen Haylock to steppe in Darkville where they can meet with their long lost house",83,5,true
10,NONE,LOW,10,0,3,325,325,"Hmmm....","qt3P2WuA","Help Siegward Clinton to transport a magic bucket to steppe in Southmire",13,4,true
10,NONE,HIGH,11,0,3,338,338,"Piece of cake","VqRXM4cF","Create an advertisement campaign for Noelia Ledford to promote their chariot based business",36,7,true
10,NONE,HIGH,12,0,3,374,374,"Sure thing","IxeU1I7O","Steal water delivery to Upasana Romilly and share some of the profits with the people.",61,5,true
10,NONE,NA,13,0,3,435,435,"Sure thing","UtVz5bc1","Escort Gioele Britton to plains in Thorncawl where they can meet with their long lost weed",50,3,true
10,NONE,HIGH,14,0,3,485,485,"Hmmm....","foLKFgOR","Escort Deep Hibbert to village in Towercrest where they can meet with their long lost wagon",71,7,true
10,NONE,LOW,15,0,3,556,556,"Gamble","KeMrgHyE","Help Fionnbharr Kingston to sell an unordinary cat on the local market",26,5,true
10,NONE,LOW,16,0,3,582,582,"Rather detrimental","TWfEmpDv","Help Meinard Reynell to sell an unordinary beer mug on the local market",19,5,true
10,NONE,LOW,17,0,3,601,601,"Quite likely","WNxI3ZJt","Escort Trendafilka Michaelson to pasture in Lowecawl where they can meet with their long lost cat",66,6,true
10,NONE,LOW,18,0,3,667,667,"Piece of cake","3nlypYEm","Escort Ladislas Jackson to meadow in Dorndinny where they can meet with their long lost pot",59,6,true
10,NONE,NA,19,0,3,726,726,"Piece of cake","nu9WzArw","Steal potatoes delivery to Erich Vincent and share some of the profits with the people.",60,6,true
10,NONE,NA,20,0,3,786,786,"Hmmm....","LsEvG6Qj","Create an advertisement campaign for Agnès Leonardson to promote their chariot based business",38,4,true
10,NONE,LOW,21,0,3,824,824,"Walk in the park","W3p5ynPC","Help defending savannah in Razorbury from the intruders",99,7,false
10,NONE,LOW,22,0,2,824,824,"Piece of cake","hq3O8BLA","Help defending field in Bloodmountain from the intruders",93,7,false
10,NONE,NA,24,0,2,774,824,"Piece of cake","UTLTnd6B","Help defending village in Metalgill from the intruders",120,4,true
10,NONE,NA,25,0,2,894,944,"Walk in the park","5cjSRiHx","Help defending meadow in Frostfire from the intruders",114,3,true
10,NONE,NA,26,0,2,1008,1058,"Risky","EKCxoUMn","Help defending thrift shoppe in Olddean from the intruders",105,5,true
10,NONE,NA,27,0,2,1113,1163,"Walk in the park","7mj6oSHg","Help defending savannah in Thornkeep from the intruders",105,7,true
10,NONE,HIGH,28,0,2,1218,1268,"Risky","MKhY88RH","Investigate Kotone Collins and find out their relation to the magic dog.",134,3,true
10,NONE,HIGH,29,0,2,1352,1402,"Piece of cake","n6XMDnp5","Help defending plains in Scaleshore from the intruders",110,6,true
10,NONE,HIGH,30,0,2,1462,1512,"Piece of cake","vtvqFR4y","Help defending pasture in Dorndeen from the intruders",105,5,true
10,NONE,HIGH,31,0,2,1567,1617,"Quite likely","trw5Dy9X","Investigate Siniša Cummins and find out their relation to the magic pot.",159,3,true
10,NONE,HIGH,32,0,2,1726,1776,"Piece of cake","0DHXXezR","Help defending plains in Fernscale from the intruders",93,5,true
10,NONE,LOW,33,0,2,1819,1869,"Walk in the park","E5Yp4BsU","Help defending savannah in Scalemire from the intruders",110,7,true
10,NONE,NA,34,0,2,1929,1979,"Sure thing","JqHKkcDB","Help defending pasture in Newshore from the intruders",104,7,true
10,NONE,HIGH,35,0,2,2033,2083,"Piece of cake","hwJVFh67","Help defending meadow in Pendean from the intruders",109,7,true
10,NONE,LOW,36,0,2,2142,2192,"Piece of cake","1BV2EQeF","Help defending pasture in Everfirth from the intruders",81,7,true
10,NONE,LOW,37,0,2,2223,2273,"Hmmm....","JKn3n0Vi","Help defending meadow in Razorton from the intruders",76,6,true
10,NONE,HIGH,38,0,2,2299,2349,"Gamble","y3uolQo8","Help defending meadow in Oldshaw from the intruders",111,6,true
10,NONE,HIGH,39,0,2,2410,2460,"Piece of cake","zFnWOHeQ","Help defending thrift shoppe in Burnsham from the intruders",101,3,true
10,NONE,HIGH,40,0,2,2511,2561,"Walk in the park","AU5jcSgj","Help defending thrift shoppe in Masonpine from the intruders",101,7,true
10,NONE,HIGH,41,0,2,2612,2662,"Risky","IrV9Yjt9","Help defending thrift shoppe in Millerhill from the intruders",107,7,false
10,NONE,LOW,43,0,2,2562,2662,"Piece of cake","SLQywew3","Help defending savannah in Voidmoore from the intruders",72,3,true
10,NONE,LOW,44,0,2,2634,2734,"Quite likely","7hMb99Di","Help defending woodland in Eastspring from the intruders",70,7,true
10,NONE,HIGH,45,0,2,2704,2804,"Suicide mission","P6wdjCCI","Help defending well in Whitepeak from the intruders",84,6,false
10,NONE,HIGH,47,0,2,2654,2804,"Hmmm....","n0hzBm98","Help defending thicket in Razorchester from the intruders",86,6,false
10,NONE,LOW,49,0,2,2604,2804,"Risky","yb6lLFL0","Help defending manor in Metalford from the intruders",49,3,false
11,FAST,LOW,0,0,3,0,0,"Piece of cake","w6i0HE5f","Help Chiranjivi Hadaway to fix their weed",8,7,true
11,FAST,LOW,1,0,3,8,8,"Piece of cake","V7BGMTZS","Help Edda Traylor to reach an agreement with Jasvinder Raynerson on the matters of disputed squirrel",10,6,true
11,FAST,LOW,2,0,3,18,18,"Piece of cake","o2rBgbg7","Help Jen Forester to transport a magic turnips to meadow in Northmere",20,7,true
11,FAST,LOW,3,0,3,38,38,"Walk in the park","wkK65vwx","Help Taniqua Kjartansdóttir to fix their pan",3,4,true
11,FAST,HIGH,4,0,3,41,41,"Walk in the park","BZAkxHkj","Create an advertisement campaign for Bonnie Haroldson to promote their chariot based business",39,3,true
11,FAST,NA,5,0,3,80,80,"Sure thing","c6J3pJDf","Steal water delivery to Titiana Whinery and share some of the profits with the people.",47,6,true
11,FAST,LOW,7,1,3,27,127,"Piece of cake","QhDPeSQN","Help Hiawatha Cantrell to transport a magic beer mug to steppe in Oldshore",13,6,true
11,FAST,HIGH,8,1,3,40,140,"Sure thing","ipmH3suO","Steal bucket delivery to Liudvikas Linwood and share some of the profits with the people.",48,6,true
11,FAST,LOW,9,1,3,88,188,"Piece of cake","C87qdaSP","Create an advertisement campaign for Kean Traylor to promote their sheep based business",25,5,true
11,FAST,LOW,11,2,3,13,213,"Sure thing","4Nj2qpaB","Help Seraphina Normanson to reach an agreement with Cahya Baldrick on the matters of disputed pot",10,4,true
11,FAST,HIGH,12,2,3,23,223,"Hmmm....","npZDs2Qw","Rescue Theotimos Walmsley from plains in Northdale where they are attacked by angry horse",37,5,false
11,FAST,LOW,13,2,2,23,223,"Hmmm....","bQoyOolT","Help Günther Gorbold to transport a magic turnips to plains in Newdrone",17,3,false
11,FAST,HIGH,14,2,1,23,223,"Walk in the park","goFaI1A3","Steal weed delivery to Agnes Forrest and share some of the profits with the people.",60,7,true
11,FAST,LOW,16,2,2,33,283,"Walk in the park","kA90hzRe","Help Nere Hargrave to write their biographical novel about their difficulties with a deranged chariot",32,5,true
11,FAST,HIGH,17,2,2,65,315,"Rather detrimental","kaTnHeZL","Help Jarmo Haylock to write their biographical novel about their difficulties with a deranged dog",48,4,false
11,FAST,HIGH,19,2,2,15,315,"Walk in the park","Uob1xI0Z","Escort Mairwen Rowbottom to plains in Voidkeep where they can meet with their long lost pan",94,7,true
11,FAST,NA,21,3,2,9,409,"Piece of cake","dRUT2EZm","Rescue Jurica Daniell from pasture in Scalefair where they are attacked by angry pot",47,6,true
11,FAST,HIGH,22,3,2,56,456,"Gamble","wkhpgqSA","Escort Carol Stephens to steppe in Penburg where they can meet with their long lost water",82,5,true
11,FAST,HIGH,24,4,2,38,538,"Quite likely","XF1bQ1BC","Rescue Tallulah Dickinson from savannah in Falldean where they are attacked by angry pot",27,6,true
11,FAST,NA,25,4,2,65,565,"Piece of cake","PxdlJZqu","Escort Webster Hawkins to grassland in Fallmountain where they can meet with their long lost dog",100,4,false
11,FAST,HIGH,27,4,2,15,565,"Walk in the park","c9T3iaX1","Help defending plains in Lighthole from the intruders",148,6,true
11,FAST,LOW,29,5,2,63,713,"Risky","6nKNtC5O","Rescue Emmalyn Threston from village in Towerville where they are attacked by angry dog",32,6,false
11,FAST,LOW,31,5,2,13,713,"Walk in the park","ovxjNRfP","Rescue Maryla Stevenson from peninsula in Whitewater where they are attacked by angry clothes",25,5,true
11,FAST,LOW,32,5,2,38,738,"Piece of cake","OBUBSErG","Help defending meadow in Fallbane from the intruders",122,6,true
11,FAST,LOW,34,6,2,60,860,"Piece of cake","ASWvBMMs","Help defending village in Ferncaster from the intruders",123,5,true
11,FAST,HIGH,35,6,2,183,983,"Piece of cake","5ceUqMFt","Help defending steppe in Whiteheart from the intruders",149,6,true
11,FAST,LOW,36,6,2,332,1132,"Risky","rJ2OQv8M","Help defending meadow in Stronggannon from the intruders",117,7,false
11,FAST,LOW,38,6,2,282,1132,"Walk in the park","O5CGNKr3","Help defending grassland in Newdeen from the intruders",130,6,true
11,FAST,HIGH,39,6,2,412,1262,"Risky","Z24gj9bD","Help defending plains in Northscale from the intruders",128,4,true
11,FAST,HIGH,40,6,2,540,1390,"Quite likely","etakMav2","Help defending savannah in Newseed from the intruders",146,7,true
11,FAST,NA,41,6,2,686,1536,"Walk in the park","r5CUi8YW","Help defending field in Scaleheart from the intruders",147,3,true
11,FAST,LOW,42,6,2,833,1683,"Gamble","v2t2HriU","Help defending peninsula in Newchester from the intruders",115,5,true
11,FAST,HIGH,43,6,2,948,1798,"Hmmm....","o9sB63L1","Help defending thrift shoppe in Snowmire from the intruders",128,5,true
11,FAST,HIGH,44,6,2,1076,1926,"Quite likely","j4NFvhLH","Help defending steppe in Ridgegannon from the intruders",142,5,true
11,FAST,LOW,45,6,2,1218,2068,"Quite likely","2fNDEXXa","Help defending island in Southwell from the intruders",88,7,true
11,FAST,HIGH,46,6,2,1306,2156,"Quite likely","wyVUAr6U","Help defending village in Ravenwatch from the intruders",126,3,true
11,FAST,HIGH,47,6,2,1432,2282,"Quite likely","jMjpiRjh","Help defending thicket in Ferndeen from the intruders",126,6,false
11,FAST,HIGH,49,6,2,1382,2282,"Quite likely","mbHMmV5R","Help defending hill in Eastfirth from the intruders",125,4,true
12,NONE,LOW,0,0,3,0,0,"Gamble","wEg0E8Rh","Create an advertisement campaign for Wubbe Gardner to promote their squirrel based business",32,7,false
12,NONE,HIGH,1,0,2,0,0,"Gamble","haXGwP1J","Escort Ettie Presley to thrift shoppe in Sharpwatch where they can meet with their long lost turnips",65,6,true
12,NONE,LOW,2,0,2,65,65,"Hmmm....","Zf4xFDAB","Help Tòmas Kingsley to fix their chariot",8,5,false
12,NONE,HIGH,4,0,2,15,65,"Walk in the park","fpnIJgBI","Escort Tyra Walters to plains in Northspring where they can meet with their long lost beer mug",66,6,true
12,NONE,NA,5,0,2,81,131,"Walk in the park","UCJtm9ab","Help Ffraid Southers to reach an agreement with Patrizio Tittensor on the matters of disputed potatoes",11,4,true
12,NONE,NA,6,0,2,92,142,"Piece of cake","7IFVU9fb","Help Malena Ashworth to sell an unordinary wagon on the local market",30,7,true
12,NONE,LOW,7,0,2,122,172,"Piece of cake","5hBQp6q4","Help Terje Addison to transport a magic water to steppe in Greyscale",7,7,true
12,NONE,LOW,8,0,2,129,179,"Piece of cake","GaYZr17K","Help Octavia Hibbert to transport a magic water to plains in Loweloft",20,6,true
12,NONE,LOW,9,0,2,149,199,"Piece of cake","vNCazoer","Create an advertisement campaign for Alpha Sanford to promote their chicken based business",25,7,true
12,NONE,LOW,10,0,2,174,224,"Piece of cake","kFfWOxgW","Create an advertisement campaign for Fido Pemberton to promote their turnips based business",34,4,true
12,NONE,HIGH,11,0,2,208,258,"Rather detrimental","817qBqyQ","Create an advertisement campaign for Rüşen Saunders to promote their chicken based business",39,3,false
12,NONE,NA,13,0,2,158,258,"Sure thing","DsStft3c","Steal water delivery to Eevi Kipling and share some of the profits with the people.",64,6,true
12,NONE,HIGH,14,0,2,222,322,"Rather detrimental","do3kJEvp","Create an advertisement campaign for Élise Stainthorpe to promote their sheep based business",27,4,false
12,NONE,HIGH,16,0,2,172,322,"Piece of cake","Py48lrAo","Steal house delivery to Dor Boothman and share some of the profits with the people.",60,6,true
12,NONE,LOW,17,0,2,232,382,"Piece of cake","C2D2x5TR","Create an advertisement campaign for Æþelræd D'airelle to promote their water based business",22,4,true
12,NONE,LOW,18,0,2,254,404,"Suicide mission","ZtAiDVGA","Create an advertisement campaign for Prokopiy Mathews to promote their pan based business",17,7,false
12,NONE,LOW,20,0,2,204,404,"Hmmm....","D0j0JaoN","Escort Lilijana Stock to meadow in Newchester where they can meet with their long lost pan",71,6,true
12,NONE,NA,21,0,2,275,475,"Sure thing","ix1bAONu","Help defending steppe in Razorburg from the intruders",99,7,true
12,NONE,NA,22,0,2,374,574,"Piece of cake","cjVSQtqa","Help defending field in Whitedeen from the intruders",119,7,true
12,NONE,NA,23,0,2,493,693,"Piece of cake","Xv2iSCz0","Escort Yoshiko Richardson to grassland in Greypine where they can meet with their long lost beer mug",68,7,true
12,NONE,LOW,24,0,2,561,761,"Piece of cake","XuQLYBzT","Help defending thrift shoppe in Penhill from the intruders",75,7,true
12,NONE,LOW,25,0,2,636,836,"Gamble","FOEWIFBI","Escort Ormonde Pickering to field in Lightport where they can meet with their long lost chicken",58,4,false
12,NONE,LOW,27,0,2,586,836,"Piece of cake","KRGSmoLZ","Help defending plains in Fernbane from the intruders",96,4,true
12,NONE,LOW,28,0,2,682,932,"Piece of cake","XabOQMST","Help defending steppe in Fernseed from the intruders",107,3,true
12,NONE,NA,29,0,2,789,1039,"Sure thing","TMvsUPlJ","Help defending peninsula in Millerdeen from the intruders",88,7,true
12,NONE,HIGH,30,0,2,877,1127,"Quite likely","m5Rao4Uk","Investigate Coeus Pierson and find out their relation to the magic horse.",133,3,true
12,NONE,HIGH,31,0,2,1010,1260,"Rather detrimental","tJ0Td3cC","Help defending steppe in Dovemountain from the intruders",114,7,false
12,NONE,HIGH,33,0,2,960,1260,"Walk in the park","xPd7a68N","Help defending thrift shoppe in Fernhole from the intruders",100,4,true
12,NONE,LOW,34,0,2,1060,1360,"Piece of cake","7auC4H0s","Help defending steppe in Blackwater from the intruders",86,7,true
12,NONE,LOW,35,0,2,1146,1446,"Risky","xTphhjHa","Help defending plains in Fernmountain from the intruders",81,3,true
12,NONE,NA,36,0,2,1227,1527,"Piece of cake","Jp4lqC3L","Help defending pasture in Towerdrone from the intruders",99,5,false
12,NONE,LOW,38,0,2,1177,1527,"Quite likely","ew00DyQ4","Help defending plains in Redbury from the intruders",72,7,true
12,NONE,HIGH,39,0,2,1249,1599,"Hmmm....","ylN4j9Bq","Help defending plains in Ferndrone from the intruders",109,7,true
12,NONE,HIGH,40,0,2,1358,1708,"Hmmm....","uWlO0Xg6","Help defending peninsula in Metalgill from the intruders",90,6,true
12,NONE,LOW,41,0,2,1448,1798,"Playing with fire","f7oCARIJ","Help defending steppe in Redfire from the intruders",59,6,false
12,NONE,LOW,43,0,2,1398,1798,"Playing with fire","ofIqJfY3","Help defending meadow in Olddeen from the intruders",64,6,false
12,NONE,LOW,45,0,2,1348,1798,"Playing with fire","iiquFSaB","Help defending thicket in Darkpool from the intruders",59,6,true
12,NONE,LOW,46,0,2,1407,1857,"Risky","iNxLVIsJ","Help defending thrift shoppe in Eastloft from the intruders",82,3,false
12,NONE,HIGH,48,0,2,1357,1857,"Rather detrimental","HO8HegcI","Help defending cave in Ravendinny from the intruders",80,3,false
13,FAST,LOW,0,0,3,0,0,"Piece of cake","DbIWq98e","Help Mélisande Þórsson to clean their weed",3,7,true
13,FAST,LOW,1,0,3,3,3,"Piece of cake","GQ6LPA6x","Help Meritxell Mínervudóttir to fix their potatoes",9,6,true
13,FAST,LOW,2,0,3,12,12,"Piece of cake","c79qhiNk","Help Carey Lauderman to reach an agreement with Haidar Lesassier on the matters of disputed clothes",11,7,true
13,FAST,HIGH,3,0,3,23,23,"Piece of cake","42pSL0rW","Steal turnips delivery to Ern Townsend and share some of the profits with the people.",73,4,true
13,FAST,HIGH,4,0,3,96,96,"Sure thing","0Yhl7XIB","Steal dog delivery to Clodovicus Clifton and share some of the profits with the people.",55,3,true
13,FAST,NA,6,1,3,51,151,"Piece of cake","DmZNyL53","Help Limbani Thorburn to clean their cat",9,4,true
13,FAST,LOW,7,1,3,60,160,"Hmmm....","B9PYE7A6","Help Eniola Jónsson to transport a magic clothes to pasture in Dovefire",10,4,true
13,FAST,HIGH,8,1,3,70,170,"Quite likely","AnduDloK","Escort Catia Jardine to pasture in Voiddale where they can meet with their long lost pan",73,6,true
13,FAST,LOW,10,2,3,43,243,"Piece of cake","scpgVHqO","Help Lucyna Michaelson to reach an agreement with Nunzio Fairclough on the matters of disputed bucket",8,4,true
13,FAST,HIGH,11,2,3,51,251,"Piece of cake","RHBISfPg","Create an advertisement campaign for Marilena Traviss to promote their pan based business",33,4,true
13,FAST,LOW,12,2,3,84,284,"Piece of cake","QGgfwhb2","Create an advertisement campaign for Melody Wakefield to promote their beer mug based business",31,7,true
13,FAST,LOW,14,3,3,15,315,"Piece of cake","GU3NNFA7","Rescue Lynda Bannister from plains in Evertown where they are attacked by angry bucket",19,7,true
13,FAST,LOW,15,3,3,34,334,"Hmmm....","8NFcxlhb","Help Pero Merchant to write their biographical novel about their difficulties with a deranged potatoes",53,7,true
13,FAST,LOW,16,3,3,87,387,"Hmmm....","kPLknA0o","Help Mauri Christopherson to write their biographical novel about their difficulties with a deranged horse",36,7,true
13,FAST,LOW,18,4,3,23,423,"Risky","Fi9xre1a","Help Zeferino Pressley to write their biographical novel about their difficulties with a deranged potatoes",23,3,true
13,FAST,HIGH,19,4,3,46,446,"Walk in the park","dHmI499v","Steal turnips from Lizaveta Spencer",111,5,false
13,FAST,NA,20,4,2,46,446,"Piece of cake","3UHJm2hg","Escort Kazimierz Fitzroy to field in Darkbury where they can meet with their long lost house",91,3,true
13,FAST,LOW,22,5,2,37,537,"Hmmm....","WBy9CBgW","Escort Anelie Martell to village in Oldshore where they can meet with their long lost chicken",69,6,true
13,FAST,LOW,24,6,2,6,606,"Walk in the park","BYWSTHV2","Rescue Damocles Mathers from field in Whitepeak where they are attacked by angry pan",27,4,true
13,FAST,HIGH,25,6,2,33,633,"Hmmm....","81KbnRpP","Steal bucket from Deniece Rollins",133,4,true
13,FAST,NA,26,6,2,166,766,"Sure thing","Cn53ZtmB","Help defending thrift shoppe in Redwater from the intruders",174,6,true
13,FAST,NA,27,6,2,340,940,"Sure thing","kQEA4RT9","Help defending village in Millerwatch from the intruders",176,7,true
13,FAST,HIGH,28,6,2,516,1116,"Walk in the park","x5Zz1c6v","Escort Ragnheiður Blackman to grassland in Eastchester where they can meet with their long lost pan",128,3,true
13,FAST,LOW,29,6,2,644,1244,"Piece of cake","BCtmPpOC","Rescue Mattityahu Tirrell from village in Westpine where they are attacked by angry squirrel",40,7,true
13,FAST,LOW,30,6,2,684,1284,"Quite likely","RODUVTKw","Rescue Ihsan Fairclough from field in Razorville where they are attacked by angry clothes",27,5,false
13,FAST,HIGH,32,6,2,634,1284,"Quite likely","dSGNZa5u","Help defending savannah in Frostcrest from the intruders",179,7,true
13,FAST,LOW,33,6,2,813,1463,"Piece of cake","QIMCY0G6","Help defending field in Southshaw from the intruders",126,4,true
13,FAST,LOW,34,6,2,939,1589,"Quite likely","Tms9FaEV","Help defending plains in Newcaster from the intruders",139,7,true
13,FAST,LOW,35,6,2,1078,1728,"Piece of cake","50i1cCoS","Help defending grassland in Metalspring from the intruders",110,7,true
13,FAST,HIGH,36,6,2,1188,1838,"Quite likely","2vpISgNM","Help defending meadow in Everseed from the intruders",160,7,false
13,FAST,LOW,38,6,2,1138,1838,"Walk in the park","MtUrzHim","Help defending meadow in Westburg from the intruders",114,4,true
13,FAST,HIGH,39,6,2,1252,1952,"Walk in the park","GZ6DcocJ","Help defending savannah in Redpeak from the intruders",150,7,true
13,FAST,LOW,40,6,2,1402,2102,"Piece of cake","hb70kgHa","Help defending steppe in Bleakheart from the intruders",152,4,true
13,FAST,HIGH,41,6,2,1554,2254,"Walk in the park","YzTXAUBe","Help defending peninsula in Newgill from the intruders",136,7,true
13,FAST,LOW,42,6,2,1690,2390,"Walk in the park","ftHu4TB0","Help defending thrift shoppe in Southdrone from the intruders",114,7,true
13,FAST,HIGH,43,6,2,1804,2504,"Walk in the park","fh1UloHc","Help defending grassland in Lowecawl from the intruders",126,7,true
13,FAST,HIGH,44,6,2,1930,2630,"Quite likely","fSuCYYhS","Help defending meadow in Lowewell from the intruders",147,6,true
13,FAST,LOW,45,6,2,2077,2777,"Piece of cake","N2GamEju","Help defending island in Oldmere from the intruders",118,6,true
13,FAST,LOW,46,6,2,2195,2895,"Rather detrimental","wqq2ZUnM","Help defending hill in Metalhole from the intruders",106,7,false
13,FAST,LOW,48,6,2,2145,2895,"Playing with fire","44ZuY4R8","Help defending manor in Towerpeak from the intruders",126,3,false
14,NONE,HIGH,0,0,3,0,0,"Piece of cake","u7x3oPaA","Steal squirrel delivery to 'ismat Hadaway and share some of the profits with the people.",68,7,true
14,NONE,HIGH,1,0,3,68,68,"Walk in the park","D8sqoNnV","Escort 'ismat Hathaway to savannah in Pendrone where they can meet with their long lost bucket",69,6,false
14,NONE,LOW,2,0,2,68,68,"Gamble","5Z1FEny6","Help Łucja Strange to fix their bucket",10,5,true
14,NONE,LOW,3,0,2,78,78,"Walk in the park","Q4cTnNeC","Help Caelia Burrell to fix their pot",8,5,true
14,NONE,LOW,4,0,2,86,86,"Piece of cake","E4w9uqNF","Help Sheree Kitchens to clean their chicken",8,3,true
